SMILES,LogP
N(=O)(=O)c1ccc2cn(C)nc2c1,1.76
OC(c1ccccc1)CN(C)C,1.54
N#Cc1c[n]cc(Cl)[n]1,0.79
c1cc(C)ccc1N(C(=O)C)c2ccccc2,3.05
COc1ccc3c(cc1=O)C(CCc4cc2OCOc2c(OC)c34)NC(C)=O,1.6
Cc1[n]o[n+]([O-])c1-c1ccccc1,2.16
Clc1ccc(cc1)Oc1ccccc1Cl,5.03
COc1c[n]cc(N)[n]1,0.73
OC(=O)C(O)CC(O)=O,-1.26
Cc1ccc(cc1)C1=CC(=S)SS1,4.26
CCOC(=O)c1c[n]cc[n]1,0.28
c1ccccc1C[Se]CCC(=O)O,1.67
C1CCC1C(=O)NC(=O)C,-0.4
Cc1cc(N)ccc1Br,2.53
Cc1cc(ccc1)C(=O)N(C)C,1.6
c1c(Cl)c(Cl)c(OC)c(Cl)c1Cl,4.68
CCCCOC(=O)c1ccc[n]c1,2.27
O=C1CCC(=O)N1c1ccc(Cl)cc1,0.96
O=C1NC(=O)C2(CC2)C(=O)N1,-0.53
C[n]1c[n]c(c1S(=O)(=O)Oc1ccccc1)[N+]([O-])=O,1.08
NS(=O)(=O)c1ccccc1Cl,0.74
[O-][N+](=O)c1[n]c[nH]c1Br,0.85
N1C=NC(N(=O)=O)=C1Cl,0.78
CS(=O)(=O)Nc1cc(ccc1)NS(C)(=O)=O,0.07
c1c(N=O)cc(C)c(O)c1,1.71
CN(C)C(N)=S,-0.43
CN(C)C(=O)c1ccc[n]c1,-0.48
CC(=O)Nc1ccc(Cl)cc1Cl,2.18
c1nc(N)nc(N)c1Cc2c(OC)c(OC)c(OC)cc2,1.52
n1c(N)nc(N)c(Cc2c(Cl)cc(Cl)c(Cl)c2)c1,3.79
Cc1cc(OC)c(cc1Cc1c[n]c(N)[n]c1N)OC,1.23
C1C(=O)C=C2C6(CC6)CC3C4CCC5(CCC(=O)O5)C4(C)CCC3C2(C)C1,3.15
CP(=S)(OCC)OCC,2.08
Clc1ccc(cc1)Oc1ccccc1,4.7
COc1cc2OC(C)(C)C=Cc2c2c1C(=O)c1ccccc1N2C,3.67
c1ccc2C(Cc3ccccc3)OC(=O)c2c1,3.12
Nc1ccc(cc1)S(=O)(=O)c1ccccc1,1.76
O1C(CO)C=CC1N2c3ncnc(N)c3N=C2,-0.5
CCCCN(N=O)C,1.08
N(N=O)(C)C(=O)Oc1cccc2ccccc12,2.85
Clc1cc2c(cc1Cl)-c1cc(Cl)c(Cl)cc-21,6.14
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,-3.31
CCC1=CSSC1=S,2.67
Cc1c[s]c(N=C(N)N)[n]1,1.24
n1nc(Cl)ccc1N(C)C,0.98
Cc1cc(O)c(cc1Cl)[N+]([O-])=O,2.93
Cc1ccc(cc1Cl)NC(C)=O,2.69
C[n]1cccc1C(=O)NC,0.71
Cc1cc2[n]cc[n]c2cc1C,2.29
NCCN1CCCC1,0.08
CN(C)C(=O)Nc1ccc(N(=O)(=O))cc1,1.51
CN(C)C(=O)Nc1cc(N(=O)(=O))ccc1,1.46
Cc1ccc(cc1)NC(=O)N(C)C,1.33
CC(C)(C)C(=O)Nc1cc(Cl)c(Cl)cc1,3.88
CN(CC1(C)CCCO1)S(=O)(=O)c1cc(c(Cl)cc1)S(N)(=O)=O,1.54
c1cc(N=NN(C)C)ccc1C(=O)O,2.33
O=S(c1ccccc1)CCl,1.47
O=S(=O)(CCl)c1ccccc1,1.24
[I-].CCCCCCCCCCCCCCCCCC[n+]1ccccc1,3.68
[O-][N+](=O)c1:c:c:c2:c:c:c:c:c:c-2:1,2.59
C1=CC=C2C=CC(C(=O))=C2C=C1,2.64
O1C(COC(=O)CCCC)C(OC(=O)CCCC)CC1N2C(=O)NC(=O)C(F)=C2,2.72
NCCCN1CCN(CC1)CCCN,-1.43
CNC(=O)Oc1cc(OCC)ccc1,1.75
Ic1ccccc1OC2OC(CO)C(O)C(O)C2O,0.27
c1cccc(C)c1OC2OC(CO)C(O)C(O)C2O,-0.16
O1C(CO)C(O)CC1N2C(=O)NC(=S)C(C)=C2,-0.07
C[C@]12CC[C@@H](C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H]([C@H](C[C@@]21O)OC(C)=O)C1COC(=O)C=1)O[C@H]1C[C@H](OC(C)=O)[C@H](O[C@H]2C[C@H](OC(C)=O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](C)O3)C(C)O2)[C@@H](C)O1,3.46
CN(C)C(=O)Oc1ccc(cc1)[N+]([O-])=O,1.5
CCCCOc1ccc(cc1)[N+]([O-])=O,3.5
O=NN1C(C)CCCC1,0.71
Cc1c[n]c2ccccc2[n]1,1.61
Nc1ccccc1OC2OC(CO)C(O)C(O)C2O,-1.23
CC(CC)N=C1NC(Cl)=NC(N1)=NCC,2.61
CSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,3.51
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,3.83
COc1ccc(cc1)C(=O)N(C)C,0.96
COc1ccccc1C(=O)N(C)C,0.71
CSc1ccc(cc1)OP(=O)(OCCC)OCCC,3.67
COc1c[n]ccc1,0.99
CN(C)C(=O)Oc1ccc(Cl)cc1,2.27
CN(C)C(=O)Oc1ccccc1Br,2.17
Cc1ccccc1OC(=O)N(C)C,1.86
N(C)(C)C(=O)Oc1cc(C)ccc1,2.05
COc1cc(ccc1)OC(=O)N(C)C,1.6
COc1ccc(cc1)OC(=O)N(C)C,1.53
CC(=O)CC(=O)C(C)(C)C,1.67
Nc1[n]c(N)[n]cc1Cc1ccccc1,1.58
ONC(=O)Nc1ccccc1,0.41
CC(=O)N[C@H]1CCc2cc(OC)c(O)c(OC)c2C2=CC=C(OC)C(=O)C=C21,0.48
Cc1ccc(Cl)c(Cl)c1Cl,4.56
CNC(=O)Oc1ccccc1N(=O)(=O),1.02
COc1ccc(cc1)C(C(Cl)Cl)c1ccc(cc1)OC,4.47
C1(=O)NC(=O)C(C(C)C)C(=O)N1,-0.02
O=C1CCC(=O)N1c2ccccc2Cl,0.56
NCc1ccc(cc1)[N+]([O-])=O,1.06
c1nc(C)nc(C)c1NS(=O)(=O)c2ccc(N)cc2,0.59
OC(=O)CCN1C(=O)C=CC1=O,0.04
NC(Cc1ccc(Cl)cc1)C(O)=O,-0.47
CCC(=O)CC(=O)CC,1.12
CCN(O)C(N)=O,-0.1
c1ccc2cc(N(=O)(=O))cn(=O)c2c1,0.56
C1C(C)C(O)CCC1,1.83
CC(=O)Nc1ccc(cc1)N(C)C,1.0
CC(=O)c1cc(ccc1)NC(C)=O,1.06
Cc1c(Cl)cccc1NC(C)=O,1.82
Cc1c([n]c[n]1C)[N+]([O-])=O,-0.11
COc1ccccc1C(=O)NN,0.25
CC(=O)Nc1cc(ccc1)N(C)C,1.29
NC1C=CN([C@H]2C=C[C@@H](CO)O2)C(=O)N=1,-1.55
NC1C=CN([C@H]2CC[C@@H](CO)O2)C(=O)N=1,-1.3
NC(=O)CN1CCCC1=O,-1.54
O=C(Cc1ccccc1)Nc1ccc(Br)cc1,3.7
Brc1ccc(cc1)c2cc3ccccn3c2,5.43
Cc1ccc(cc1)c2cc3ccccn3c2,4.96
COc1ccc(cc1)c2cc3ccccn3c2,4.2
CC(C)NC(C)(C)C,1.56
n1c(N)nc(N)c(Cc2cc(Cl)c(Cl)c(Cl)c2)c1,3.64
N(=O)(=O)C=Cc1ccc(C)cc1,2.66
CN(C1CCCCC1)C1CCCCC1,3.71
c1cc(CC)ccc1C2C(=O)c3ccccc3C2=O,3.92
Oc1cc2ccccc2[n]c1C1C(=O)c2ccccc2C1=O,5.0
CN1C(=O)C(NC=O)=C(N)N(C)C1=O,-0.64
CCOC(CP(=O)(OCC)OCC)OCC,0.69
S=C=Nc1ccc2cc3ccccc3cc2c1,5.7
c1cc(N(=O)(=O))c2cccn(=O)c2c1,0.49
CN(C)CC(c1ccccc1)c2ccccc2,3.58
Cc1ccccc1C(=O)NN,0.22
NC(Cc1ccccc1)C(=O)N1CCCC1C(O)=O,-1.23
CCCOC(=O)c1c[n]ccc1,1.94
Cn1c(N(=O)=O)cnc1COC(=O)N,-0.38
FC(F)(F)c1[nH]c2cc(Br)c(Br)c(Br)c2[n]1,4.08
Clc1[n]c(Cl)[nH]c1Cl,1.85
CC1OC(CC(OC=O)C1OC=O)OC2C(C)OC(CC2OC=O)OC3C(C)OC(CC3OC=O)OC8CCC4(C)C(CCC5C4CCC6(C)C(C(CC56O)OC=O)C7=CC(=O)OC7)C8,3.16
CC[C@]1(O)C2C=C3c4[n]c5ccccc5cc4CN3C(=O)C=2COC1=O,1.74
CSc1[nH]c2cc(Cl)ccc2[n]1,3.22
CC(C)=CC1C(C(=O)OCN2C(=O)C3CCCCC=3C2=O)C1(C)C,4.73
C/C(=C\C(=O)OC(C)c1ccccc1)/OP(=O)(OC)OC,3.3
c1ccccc1C2=C(C#N)C(=O)OC2=CN(C)C,1.07
CC(C)=CCNc1[n]c[n]c2c1[n]c[n]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1.3
CCNCC(=O)Nc1c(C)cccc1C,1.32
S1CCNC1c2ccc(Cl)cc2,2.1
c1cc2N=C(C(CC)CC)NS(=O)(=O)c2cc1,1.88
CCC(CC)C(=O)Nc1ccccc1S(N)(=O)=O,1.62
O=C(C(CCC1C(=C)C)C)C1,2.85
CN(C)P1(=O)N(C)CCN1C,0.02
COCC(OC)C,-0.09
CCOC(=O)c1cccc(O)c1,2.47
O=C(C(CC1C2)(C2)C)C1(C)C,3.52
O=C1C(c2ccc3ccccc3[n]2)C(=O)c2ccccc12,4.1
OC(C(=O)c1ccccc1)c2ccccc2,2.13
C(#N)c1cc(N(=O)(=O))cc(C(#N))c1N=Nc2ccc(N(CCCC)CCOC(=O)C)cc2C,5.5
CC1=CC(=O)NO1,0.46
O=C1CC(C(=O)O)CN1CCCCCCCCCCCC,2.6
Brc1cc2cc[nH]c2cc1,3.0
C1C=CCN1C=CC(=O)c2cc(OC)c(OC)c(OC)c2,1.77
COP(=O)(Oc1ccccc1)OC,1.22
C=CC(=O)NCCc1c[n]c[nH]1,-0.21
Cc1[n]c(Cl)c(cc1-c1ccccc1)C#N,3.24
C(c1ccccc1)[n]1ccc[n]1,1.78
C1=C(C)C2(O)C3OC(=O)C(=C)C3C(OC(=O)C(C)=CC)CC4(CO4)C2C1OC(=O)C,0.76
NC(=O)C(Br)(Br)C#N,0.82
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c3ccc(O)cc3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,-0.44
c1cc2cccc3C(=O)N(COC(=O)C)C(=O)c(c23)c1,2.34
c1c(Cl)c(Cl)ccc1NC(=O)C=CC,3.63
c1ccccc1NC(=O)CCCC,2.61
COP(N)(=O)SC,-0.8
CC(=O)Nc1cc(ccc1)NC(C)=O,0.5
O=C(Nc1cc(Cl)c(Cl)cc1)c1ccccc1,4.42
[I-].CCCCCCCC[n+]1ccccc1,-0.84
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,4.69
C(c1ccccc1)N1CCOCC1,1.58
S=C=Nc1ccc(cc1)C=Cc1ccccc1,5.85
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,-0.94
CCCc1ccc(cc1)[N+]([O-])=O,3.45
CC(=O)c1ccc(cc1)N1CCCCC1,3.13
CCN(CC)C(=O)c1ccccc1Cl,2.1
Nc1[n]o[n]c1-c1ccccc1,1.81
o1nc(c2ncccc2)nc1C,0.79
CC(=O)Nc1ccc(cc1)SC,2.03
O=C(NCc1ccccc1)c1ccco1,1.81
O=P(NC)(OC)Oc1c(Cl)cc(Cl)cc1,2.41
CCN(CCOC(=O)/C=C/c1ccccc1)CC,3.61
CN1C(=O)CN=C(c2cc(Cl)ccc12)C1CCCCC=1,3.2
c1ccccc1OCC(=O)NC2C(=O)N3C(C(=O)O)=C(COC(=O)C)CSC23,0.26
N#CC(C#N)=C(c1ccccc1)c1ccccc1,3.55
N(C)(C)C(=O)COc1ccccc1,0.8
Cc1cc(Cl)ccc1OCCCC(=O)OCC,4.26
c1cc(OC)ccc1C(O)C(=O)O,0.63
CN(C)C(=O)OCc1ccccc1,2.16
CNC(=O)c1ccc(cc1)S(N)(=O)=O,-0.31
c1cc(C)ccc1S(=O)(=O)N(C)C(=O)c2ccccc2,2.95
c1cccc(OC)c1C=CC(=O)C,2.42
CC(c1ccc(cc1)OC)c1ccc(cc1)OC,4.52
CC(C)(C)S(=O)CSP(=S)(OCC)OCC,2.21
CCN(C)N=O,0.04
COC(=O)Nc1[nH]c2ccccc2[n]1,1.52
CC1C(C)(O)CCC1C(C)=C,2.87
C/C=C(\C)/C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@]2(CO[C@@H]3[C@@H]2[C@@]21CO[C@@](O)([C@H]2[C@@](C)([C@@H]3O)[C@]12O[C@@]1(C)[C@H]1C[C@@H]2O[C@@H]2OC=C[C@@]21O)C(=O)OC)C(=O)OC,1.09
COc1ccc(cc1)C(O)(C1CC1)c1c[n]c[n]c1,1.91
O=NN(CCCl)C(=O)NC1CCCCC1,2.83
O1C2CC(C)(O3)C3C4OC(=O)C(=C)C4C(OC(=O)C(C)=C)CC(=C2)C1=O,0.69
Cc1cc(C)c(c(C)c1)N(C)C,4.41
Clc1ccccc1-c1ccccc1Cl,4.97
CC(=O)c1ccc(cc1)OC(C)=O,1.29
C1C(O)CC2C(O)CC3C4CCC(C(C)CCC(=O)NCC(=O)O)C4(C)CCC3C2(C)C1,2.15
Cc1cc(ccc1)C(=O)NN,0.74
CC(=O)Nc1[n]ccc[n]1,-0.75
CCOP(=S)(Oc1ccc(cc1)C#N)c1ccccc1,4.29
S=C1CCCCN1,0.13
CC(C)(C)SCSP(=S)(OCC)OCC,4.48
CC(C)c1cc(ccc1[N+]([O-])=O)OP(=O)(OC)OC,2.57
OC1CC(C2)C=CC12,0.99
CN1C2=C(NC1=O)N(C)C(=O)NC2=O,-1.33
O1C(CO)C(O)C(O)C1N2C(=O)N=C(NC(=O)c3ccccc3)C=C2,0.3
NC(=O)Nc1cc(ccc1)C(F)(F)F,2.31
ClC(Cl)(CCl)CCl,2.72
O1C=CC(C(=O)OC)=C1,1.28
C[Si](C)(C)c1ccc(O)cc1,3.84
Brc1cccc(NC(=O)Cc2ccccc2)c1,3.77
c1ccccc1CC(=O)Nc2cc(N(=O)=O)ccc2,2.93
[O-][N+](=O)c1ccc(cc1)NC(=O)Cc1ccccc1,3.18
O=C(Nc1ccccc1)NC1CC1,1.65
c1nc2N(C3C(O)C(O)C(CO)O3)C=Cc2c(SC)n1,0.09
c1ccccc1C=CC(=O)N(C)C,1.73
CN(C)C(=O)c1ccco1,0.41
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0.79
CC(=O)OCC[n]1c(c[n]c1C)[N+]([O-])=O,0.3
CCOP(=O)(SCCC)SCCC,3.59
CSc1ccc(cc1)C(O)=O,2.74
O=C(Nc1ccccc1)N(CCCl)N=O,2.49
Nc1ccc(O)c2[n]cccc21,-0.11
NCCCCc1ccccc1,2.4
c1ccccc1N(C)S(=O)(=O)C,1.02
Cc1[n]c(c[n]1C)[N+]([O-])=O,-0.24
COc1cc(c(N)cc1)S(O)(=O)=O,-3.49
CCCCCN(CCCCC)N=O,3.86
NCCc1cc[n]cc1,-0.01
OC(=O)c1ccccc1Nc1cc(Cl)ccc1,5.43
CCOP(=O)(OCC)SCc1ccccc1,3.21
Cc1cc(ccc1)C(=O)N1CCCCC1,2.6
c1cc(OC)ccc1C=NNC(N)=N,0.29
CC(C)C(=O)Nc1cc(c(cc1)[N+]([O-])=O)C(F)(F)F,3.35
CCN1CC=C(CC1)c1ccccc1,3.18
OC(=O)c1ccccc1NC(=O)c2ccccc2O,3.94
OC(=O)c1ccccc1NC(=O)c2c(O)cccc2O,3.52
CC12CCC(C=C1)(C1C2C(=O)N(CC(CCCC)CC)C1=O)C(C)C,5.96
CC1(C)CC(=CC(=O)C1)N1CCCCC1,2.83
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,3.09
CC(C)c1[nH]c(c[n]1)[N+]([O-])=O,0.9
[O-][N+](=O)c1ccc(C=C2SC(=S)NC2=O)o1,0.74
[O-][N+](=O)c1ccc(/C=C/c2cccc(CO)[n]2)o1,1.37
CC1(C)Cc2cccc(c2O1)[N+]([O-])=O,3.33
CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,-1.71
C1C(CCC)CN(CC)C1C(=O)NC(C(Cl)C)C2C(O)C(O)C(O)C(SC)O2,2.51
C(CN1CCCCC1)c1c[n]ccc1,1.66
Cc1[n]c2cc([n][n]2cc1C(=O)OCC)OP(=S)(OCC)OCC,3.8
Brc1ccc2N=C(C)NS(=O)(=O)c2c1,1.37
c1c(Cl)cc2N=C(C3CC3)NS(=O)(=O)c2c1,1.98
CC1CC2C(CC=1)C2(C)C,4.38
c1cc(N)ccc1C(=O)OCCCCCC,3.96
N#Cc1[n]cc[n]c1C#N,0.38
C1(=O)N=C(NC(=O)C)C=CN1C2C(O)C(O)C(CO)O2,-1.35
CSC(=O)Nc1ccccc1,2.4
[I-].CCCCCCCC[n+]1ccccc1C,-0.77
CC(C)NCC(O)COc1cccc2[nH]ccc12,1.75
CNC(=O)Oc1cc(Cl)cc(Cl)c1,3.03
CNC(=O)Oc1ccccc1Br,1.77
CNC(=O)Oc1ccccc1I,1.94
CNC(=O)Oc1ccc(I)cc1,2.46
CNC(=O)Oc1ccc(OCC)cc1,1.63
CNC(=O)Oc1cc(Br)ccc1,2.25
Cc1cc(Cc2ccccc2)c(C)cc1,5.65
COCC(O)Cn1ccnc1N(=O)=O,-0.37
FCC(O)Cn1c(N(=O)(=O))ncc1,-0.52
CC(O)Cn1c(N(=O)(=O))ncc1,-0.16
OCC(O)Cn1c(N(=O)(=O))ncc1,-0.96
C1CCCCN1CCC(=O)c2ccc(C)cc2,3.55
N[C@H]1CCc2ccccc2[C@H]1O,0.86
C1OC(C)=C(C(=O)N)SC1,-0.22
CCOP(=S)(Oc1c[n]c2ccccc2[n]1)OCC,4.44
c1ccccc1C#CC#CC=CCO,2.48
CC(C)NCC(O)COc1ccccc1CC=C,3.1
COC(=O)c1c(F)cccc1F,1.96
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,3.65
[O-][n+]1cccc2cc(ccc12)[N+]([O-])=O,0.39
c1ccccc1C#CC#CC=CC,4.76
Cc1cc(ccc1)NC(=O)Oc1cc(ccc1)NC(=O)OC,3.59
C1CCCCN1C(=O)c2ccc(C)cc2,2.8
Cc1cccc2[n]cc[n]c21,2.04
Cc1c(Cl)cccc1Nc1ccccc1C(O)=O,5.17
CS/C(/C)=N/O,1.12
Cc1[n]cc([n]1CCc1cc[n]cc1)[N+]([O-])=O,0.06
CC(=O)Nc1cc(C(C)C)c(O)cc1,1.71
N#CCc1c[s]cc1,1.26
FC(F)(F)c1[nH]c2ccc[n]c2[n]1,1.38
c1ccccc1C(=O)N(N=CC)c2ccccc2,2.76
FC(F)OC(F)(F)C(F)Cl,2.1
CN(C)c1[n]c2ccccc2o1,2.1
CC(=O)Oc1ccc(N)cc1,0.45
ClCCN(N=O)C(=O)NC1CCC(NC(=O)N(N=O)CCCl)CC1,2.74
O=C(Nc1ccc(Cl)cc1)N(CCCl)N=O,3.16
O=NN(CCF)C(=O)NCCCl,0.96
O=C1NC(=O)CCC1NC(=O)N(N=O)CCCl,0.37
O=NN(CCCl)C(=O)NC1CCCC1,2.2
CC1CCC(CC1)NC(=O)N(CCCl)N=O,3.3
C1CC(Cl)C(CC1)NC(=O)N(CCCl)N=O,2.73
C12CCC(C2)CC1NC(=O)N(N=O)CCCl,2.98
O=NN(CCCl)C(=O)NC1CCCCCCCCCCC1,5.64
N(N=O)(CCCl)C(=O)Nc1cc(OC)ccc1,2.66
c1cc(C)ccc1S(=O)(=O)NC(=O)Nc2ccccc2,3.11
Cc1ccc(cc1)S(=O)(=O)NC(=O)NC,0.95
CC(=O)c1ccc(OC)c(OC)c1OC,1.63
CCc1c[n]cc[n]1,0.69
Nc1[n]c(N)c(Cc2cc3OCOc3cc2)c[n]1,1.51
c1c(C(C)C)cccc1C2C(=O)c3ccccc3C2=O,4.43
CC(C)(C)c1cc(ccc1)C1C(=O)c2ccccc2C1=O,4.88
c1cc(C(C)(C)C)ccc1C2C(=O)c3ccccc3C2=O,4.88
CNC(=O)Oc1cc(I)ccc1,2.52
Cc1cc2C(=NC(=O)Nc2cc1)c1ccccc1,2.32
C1CCCCN1CC(=O)Nc2c(C)cccc2,2.26
Nc1[n]c2ccccc2c([n]1)-c1ccccc1,2.95
Cc1cccc(C(N)=O)c1O,2.12
O=NN(CCCl)C(=O)NC12CC3CC(C1)CC(C2)C3,3.56
CNC(=O)Oc1cc(ccc1)C(F)(F)F,2.37
c1c(OC)cccc1OC2OC(CO)C(O)C(O)C2O,-0.52
Cc1ccc(cc1)C(=O)N(C)C,1.72
Cc2cn(=O)c1ccccc1c2N(=O)=O,1.06
CC(C)[C@@H]1CC[C@@H](C)CC1=O,3.05
[O-][N+](=O)c1c[n]c[n]c1,-0.05
S=C1SSC2CCCC=21,2.53
C1(CCCC2)=C2SSC1=S,3.1
CCCC(=O)CC(=O)CCC,2.23
Cc1cccc2c1c(cc[n+]2[O-])[N+]([O-])=O,1.36
c1ccc2c(N(=O)(=O))ccn(=O)c2c1C,1.59
c1ccc2C3CCC(C3N)c2c1,2.13
C1COCCOc2ccccc2OCCOCCO1,0.91
c1ccc2c(N(=O)(=O))c(Cl)cn(=O)c2c1,1.33
Nc1cccc[n+]1[O-],-0.87
OC(c1cccc[n]1)c1ccccc1,1.52
C1COc2ccccc2OCCOCCOc2ccccc2OCCO1,2.2
[Na+].[O-]C(=O)c1cc2ccccc2cc1O,0.17
Clc1[n][n][n][n]1-c1ccccc1,1.48
COc1ccc(cc1)Oc1ccc(cc1)NC(=O)N(C)C,2.54
CS(=O)(=O)c1ccc(cc1)OP(=S)(OCC)OCC,2.56
C1COc2ccccc2OCCOc2ccccc2OCCO1,2.21
Cc1cccc(C)c1NC(=O)c1cc(c(Cl)cc1O)S(N)(=O)=O,2.19
OC(C1CC1)C1CC1,1.07
c1cc(N(=O)(=O))oc1C=CC(=O)NC,0.98
CCCCCCCOC(=O)c1ccc(N)cc1,4.5
CCCCCCCCOC(=O)c1ccc(N)cc1,5.02
Cc1cccc2[s]ccc21,3.57
c1ccc2C=CSc2c1C,3.85
CCNCc1ccccc1,1.82
c1ccc2C(CC3)CC(N)C3c2c1,2.29
CCCCc1ccc(CC(O)=O)cc1,3.25
CCCCCc1ccc(CC(O)=O)cc1,3.75
CCCCCCc1ccc(CC(O)=O)cc1,4.25
[I-].CCCCCCCCCCCC[n+]1ccccc1C,1.32
[I-].CCCCCC[n+]1ccccc1C,-1.71
CN(C)S(=O)(=O)c1ccccc1,1.35
C1C2CCC1C(O)C2O,0.4
o1cccc1CN(C)C,1.19
c1c(O)c(O5)c2C3(C4)C5C(OC)(C=C6)C(C(O)(C)CCC)CC36C(N(C)C4)Cc2c1,2.79
CCOc1cccc[n]1,1.81
Cc1ccc(cc1)C(=O)c1cc[n]cc1,2.51
O=C(c1ccccc1)c1cc[n]cc1,1.98
Cc1ccc(Cl)c(c1)OCC(O)CNC(C)(C)C,2.97
CC1Nc2cc(Cl)ccc2S(=O)(=O)N=1,1.21
c1c(Cl)cc2N=C(CC)NS(=O)(=O)c2c1,1.61
c1cc(Cl)cc(N(=O)=O)c1S(=O)(=O)CC(=O)OC,1.3
C[C@H](Cc1ccccc1)N(C)CC#C,2.9
S=C1C=C(Cc2ccccc2)SS1,3.43
Cc1[n]cc(C)[n]c1C,0.95
COc1ccccc1NC(=O)C(Cl)Cl,2.41
c1cccc(O)c1CNC(=O)c2ccccc2,2.55
ON(C(CC(N)C1)(C)C)C1(C)C,0.56
CCN1C=C(C(=O)c2cc3OCOc3cc12)C(O)=O,0.94
Cc1ccc2c(N(=O)(=O))ccn(=O)c2c1,1.42
c1ccc2c(N(=O)(=O))ccn(=O)c2c1N(=O)(=O),0.76
c1cc(N(=O)=O)ccc1S(=O)(=O)CC(=O)OC,0.78
C1[C@@H](N=C2SCCN21)c1ccccc1,1.84
n1cc(OCC)ccc1,1.44
COC(=O)Nc1ccccc1OC,1.84
CCc1ccccc1OC,3.18
n1ccccc1C(=O)N(C)C,-0.45
CCOP(=S)(O/N=C(\C#N)/c1ccccc1)OCC,4.39
COc1c[nH][n]c1,0.37
N1N=CC(OC(C)C)=C1,1.13
C[n]1c(c[n]c1C(C)C)[N+]([O-])=O,1.36
O=C1C(Nc5ccccc5)=C(C)C(=O)C2=C1C(COC(=O)N)C3(OC)C(N4)C4CN23,1.3
N#Cc(ccn(=O)c1)c1,-0.94
c1cc(OC)ccc1C(=O)N(C)N,1.0
c1cc(N(=O)=O)ccc1C(=O)N(C)N,0.75
COC(=O)c1c(Cl)cccc1Cl,2.79
c1ccccc1CC2C3C(C)C(=C)C(O)C4C=CCC(C)CCCC(O)C=CC(=O)OC34C(=O)N2,3.37
CCCCCc1ccc(O)cc1,4.06
C(Cl)(Cl)(Cl)c1nc(SC)nc(N)n1,3.12
c1ccc2c(O)ccnc2c1O,0.62
c1cccc(C)c1NC(=O)OC,1.69
O1C(CO)C(O)C(O)C1N2C(=O)N(Cc3ccccc3)C(=O)C=C2,0.33
O=N(=O)c1ccccn1,0.48
Cc1cc[n]c2c(O)ccc(C)c12,2.71
Nc1[n]c[n]c2ccccc21,1.28
CC1(C)CCC(C)(C)O1,2.06
CC1CCN(CC1)N=O,1.05
ClC(C(Cl)Cl)C(Cl)Cl,3.23
CC1=NC(=O)NC=C1,-1.45
c1cc(C)ccc1N2C(N)=NC(N)=NC2(C)C,0.85
OCc1c(Cl)cccc1Cl,2.02
Cc1cc(ccc1S(C)(=O)=O)OCC(O)=O,0.54
CC(Oc1cccc2ccccc21)C(=O)N(CC)CC,3.36
CCC(=O)N1c2ccccc2N(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)C1=O,4.8
c1cc(C)c(Cl)c(Nc2ccccc2CC(=O)O)c1Cl,4.93
[Na+].[O-]C(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.7
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4.51
Clc1cccc(NC2NCCN=2)c1Cl,1.94
Clc1ccc(Br)cc1NC1NCCN=1,2.05
CC(C)(C)C1(CC)C(=O)NC(=O)NC1=O,1.38
O=C1CCC(=O)N1c1cccc(Cl)c1,0.98
CC(N)Cc1c(OC)cc(OC)cc1OC,1.57
c1ccc(OC)c(OC)c1CC(N)C,1.49
O=C1NC(=O)CN1c1ccccc1,0.83
Cc1cc(ccc1)C1C(=O)c2ccccc2C1=O,3.46
c1cc(Cl)ccc1S(=O)(=O)CC(=O)OC,1.31
[O-][N+](=O)c1ccc(cc1)Oc1ccc(cc1[N+]([O-])=O)C(F)(F)F,3.65
C=CCNc1[n]c(Cl)[n]c(NCC=C)[n]1,2.75
FC(F)(F)c1cc(ccc1)N1CCNCC1,2.43
Cc1ccc(cc1Cl)NC(=O)N(C)C,2.41
NC(=O)CCCc1cccc[n]1,-0.01
NCCCc1cccc[n]1,0.49
CC(N)Cc1c(OC)cc(C)c(OC)c1,2.24
CC1CS[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2C=1C(O)=O,0.65
