SMILES,InChI,Sol,source
Cc1cccc2[s]c3[n][n]c[n]3c21,"InChI=1S/C9H7N3S/c1-6-3-2-4-7-8(6)12-5-10-11-9(12)13-7/h2-5H,1H3",-12.115544076281925,Zang
Oc1cccc2ccc[n]c21,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H",-6.308996565135393,Zang
CC(Oc1ccc(Cl)cc1Cl)C(O)=O,"InChI=1S/C9H8Cl2O3/c1-5(9(12)13)14-8-3-2-6(10)4-7(8)11/h2-5H,1H3,(H,12,13)",-11.129012593951362,Zang
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2",-8.914458490511812,Zang
O=CC=Cc1ccccc1,InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H,-5.229028579024797,Zang
OC(=O)/C=C/c1ccccc1,"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+",-8.632582623787636,Zang
Cc1cc(Cl)ccc1OCC(O)=O,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",-9.527788776986274,Zang
COC(=O)Nc1[nH]c2ccccc2[n]1,"InChI=1S/C9H9N3O2/c1-14-9(13)12-8-10-6-4-2-3-5-7(6)11-8/h2-5H,1H3,(H2,10,11,12,13)",-13.021169897905,Zang
BrC(Br)(Br)Br,"InChI=1S/CBr4/c2-1(3,4)5",-2.312338649074951,Zang
ClCBr,InChI=1S/CH2BrCl/c2-1-3/h1H2,-1.6702691464232484,Zang
CS(=O)(=O)F,"InChI=1S/CH3FO2S/c1-5(2,3)4/h1H3",-3.700265724174835,Zang
NC=O,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)",-9.302506011312552,Zang
NC(N)=S,"InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)",-9.660860882224014,Zang
FC(Cl)Cl,InChI=1S/CHCl2F/c2-1(3)4/h1H,-0.5405864024705066,Zang
O=NN1CCOCC1,InChI=1S/C4H8N2O2/c7-5-6-1-3-8-4-2-6/h1-4H2,-8.17294810280194,PhysProp
COc1ccc(cc1)C(c1ccc(cc1)OC)C(Cl)(Cl)Cl,"InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3",-6.921913093577572,PhysProp
ClC(Cl)Br,InChI=1S/CHBrCl2/c2-1(3)4/h1H,-1.4470733634467703,PhysProp
O=C(Cl)Cl,InChI=1S/CCl2O/c2-1(3)4,-0.22593980394536736,PhysProp
CC(F)(F)Cl,"InChI=1S/C2H3ClF2/c1-2(3,4)5/h1H3",0.5187727746277232,PhysProp
OC(=O)C(Br)(Br)Br,"InChI=1S/C2HBr3O2/c3-2(4,5)1(6)7/h(H,6,7)",-9.351903700454596,PhysProp
O=C(Cl)C(Cl)(Cl)Cl,"InChI=1S/C2Cl4O/c3-1(7)2(4,5)6",-2.2935043810783555,PhysProp
OC(=O)C(F)(F)Cl,"InChI=1S/C2HClF2O2/c3-2(4,5)1(6)7/h(H,6,7)",-7.868315044912365,PhysProp
OC(=O)C(F)(F)F,"InChI=1S/C2HF3O2/c3-2(4,5)1(6)7/h(H,6,7)",-7.279069771496371,PhysProp
OCC(F)(F)C(F)F,"InChI=1S/C3H4F4O/c4-2(5)3(6,7)1-8/h2,8H,1H2",-4.890522730037688,PhysProp
CC(=O)C=C,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",-3.7069589156285834,PhysProp
CC(=O)CCl,"InChI=1S/C3H5ClO/c1-3(5)2-4/h2H2,1H3",-4.319948811846617,PhysProp
CC(=O)C=O,"InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3",-6.753168884105079,PhysProp
OC(=O)CBr,"InChI=1S/C2H3BrO2/c3-1-2(4)5/h1H2,(H,4,5)",-8.956155874638632,PhysProp
CC(=O)OO,"InChI=1S/C2H4O3/c1-2(3)5-4/h4H,1H3",-5.528398819495823,PhysProp
CC1=CCC2CC1C2(C)C,"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3",1.0061026170934797,PhysProp
[O-][N+](=O)c1cc(Cl)ccc1Cl,InChI=1S/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,-4.508357691038247,PhysProp
Cc1cc(N)ccc1C,"InChI=1S/C8H11N/c1-6-3-4-8(9)5-7(6)2/h3-5H,9H2,1-2H3",-5.611363628647044,PhysProp
ClC(CCl)CCl,"InChI=1S/C3H5Cl3/c4-1-3(6)2-5/h3H,1-2H2",-2.524704456478183,PhysProp
CN(C)C1CCCCC1,"InChI=1S/C8H17N/c1-9(2)8-6-4-3-5-7-8/h8H,3-7H2,1-2H3",-4.110722424749351,PhysProp
CC1CC=C(CC=1)C(C)C,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,7-8H,5-6H2,1-3H3",0.031401861974253105,PhysProp
O=NN1CCCCC1,InChI=1S/C5H10N2O/c8-6-7-4-2-1-3-5-7/h1-5H2,-6.0788625977940915,PhysProp
CCCCC(COC(=O)CCCCC(=O)OCC(CCCC)CC)CC,"InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3",-6.472364802771412,PhysProp
C#CCBr,"InChI=1S/C3H3Br/c1-2-3-4/h1H,3H2",-1.8193301916524998,PhysProp
O=CC=O,InChI=1S/C2H2O2/c3-1-2-4/h1-2H,-9.353677724539017,PhysProp
COCC(C)O,"InChI=1S/C4H10O2/c1-4(5)3-6-2/h4-5H,3H2,1-2H3",-6.027850995664262,PhysProp
CC(C)CC(C)N,"InChI=1S/C6H15N/c1-5(2)4-6(3)7/h5-6H,4,7H2,1-3H3",-3.943042159076763,PhysProp
CC(C)OCCO,"InChI=1S/C5H12O2/c1-5(2)7-4-3-6/h5-6H,3-4H2,1-2H3",-6.027850995664262,PhysProp
C1CCCCCN1,"InChI=1S/C6H13N/c1-2-4-6-7-5-3-1/h7H,1-6H2",-4.904802665130786,PhysProp
CCCCOCCOC(C)=O,"InChI=1S/C8H16O3/c1-3-4-5-10-6-7-11-8(2)9/h3-7H2,1-2H3",-4.974246573225316,PhysProp
CCCCCCCCCC=O,"InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3",-1.5438825175716637,PhysProp
CCCCOCCOCCO,"InChI=1S/C8H18O3/c1-2-3-5-10-7-8-11-6-4-9/h9H,2-8H2,1H3",-8.897461590590124,PhysProp
CC(C)(O)C=C,"InChI=1S/C5H10O/c1-4-5(2,3)6/h4,6H,1H2,2-3H3",-4.1829301525433475,PhysProp
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,"InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2",-4.094327140258651,PhysProp
Cc1cc(c(O)cc1)[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3",-4.384279351472185,PhysProp
CN1CCCC1,"InChI=1S/C5H11N/c1-6-4-2-3-5-6/h2-5H2,1H3",-3.964277725640884,PhysProp
Nc1ccc(cc1Cl)[N+]([O-])=O,"InChI=1S/C6H5ClN2O2/c7-5-3-4(9(10)11)1-2-6(5)8/h1-3H,8H2",-8.730967683022833,PhysProp
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,"InChI=1S/C22H42O4/c1-3-5-7-9-11-15-19-25-21(23)17-13-14-18-22(24)26-20-16-12-10-8-6-4-2/h3-20H2,1-2H3",-6.472364802771412,PhysProp
CCCCCCC(C)O,"InChI=1S/C8H18O/c1-3-4-5-6-7-8(2)9/h8-9H,3-7H2,1-2H3",-3.1314550479550123,PhysProp
ClC(Br)Br,InChI=1S/CHBr2Cl/c2-1(3)4/h1H,-2.0363662855384983,PhysProp
FC(Br)C(F)(F)F,"InChI=1S/C2HBrF4/c3-1(4)2(5,6)7/h1H",0.5034841567579084,PhysProp
CC(=O)C(O)=O,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)",-9.371716822793646,PhysProp
OCC=O,"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",-8.180237352158494,PhysProp
C/C=C/C=C/C=O,"InChI=1S/C6H8O/c1-2-3-4-5-6-7/h2-6H,1H3/b3-2+,5-4+",-4.629387111172049,PhysProp
OC(=O)CF,"InChI=1S/C2H3FO2/c3-1-2(4)5/h1H2,(H,4,5)",-8.575838802113628,PhysProp
OC(=O)C(O)=O,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)",-11.216080456842485,PhysProp
c1c2c3c4c5c1cccc5ccc4ccc3-c1ccccc1-2,InChI=1S/C22H12/c1-2-7-17-16(6-1)18-11-10-14-9-8-13-4-3-5-15-12-19(17)22(18)21(14)20(13)15/h1-12H,-6.603023042471667,PhysProp
FC(F)(F)C(Cl)Cl,"InChI=1S/C2HCl2F3/c3-1(4)2(5,6)7/h1H",0.026797662949014853,PhysProp
O=C(F)F,InChI=1S/CF2O/c2-1(3)4,-1.8916386149771398,PhysProp
O=C(Cl)C(F)(F)F,"InChI=1S/C2ClF3O/c3-1(7)2(4,5)6",-2.3640649845532025,PhysProp
O=C(F)C(F)(F)F,"InChI=1S/C2F4O/c3-1(7)2(4,5)6",-2.542209774539017,PhysProp
OC(=O)C(F)F,"InChI=1S/C2H2F2O2/c3-1(4)2(5)6/h1H,(H,5,6)",-7.996738348355848,PhysProp
CC(=O)C(F)(F)F,"InChI=1S/C3H3F3O/c1-2(7)3(4,5)6/h1H3",-4.762466603419221,PhysProp
OCC(F)(F)C(F)(F)F,"InChI=1S/C3H3F5O/c4-2(5,1-9)3(6,7)8/h9H,1H2",-4.141732312680803,PhysProp
FC(F)(F)C(F)(F)C(Cl)Cl,"InChI=1S/C3HCl2F5/c4-1(5)2(6,7)3(8,9)10/h1H",1.7875127473786927,PhysProp
CCCC=CC=O,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3",-3.677184754662819,PhysProp
CN1CSC(=S)N(C)C1,"InChI=1S/C5H10N2S2/c1-6-3-7(2)5(8)9-4-6/h3-4H2,1-2H3",-10.848880214885927,PhysProp
ClC=CCCl,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2",-1.3793764710558951,PhysProp
CC(C)CCO[N+]([O-])=O,"InChI=1S/C5H11NO3/c1-5(2)3-4-9-6(7)8/h5H,3-4H2,1-2H3",-1.3286029956207384,PhysProp
Cc1cc(ccc1)OP(=O)(Oc1cc(C)ccc1)Oc1cc(C)ccc1,"InChI=1S/C21H21O4P/c1-16-7-4-10-19(13-16)23-26(22,24-20-11-5-8-17(2)14-20)25-21-12-6-9-18(3)15-21/h4-15H,1-3H3",-3.3641716010237865,PhysProp
CC1CCCCC1O,"InChI=1S/C7H14O/c1-6-4-2-3-5-7(6)8/h6-8H,2-5H2,1H3",-4.780151664824201,PhysProp
CC(C)=C1CC=C(C)CC1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4H,5-7H2,1-3H3",0.040504142876471715,PhysProp
C/C=C\C,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3-",1.319262039345022,PhysProp
CC1CC(O)CCC1,"InChI=1S/C7H14O/c1-6-3-2-4-7(8)5-6/h6-8H,2-5H2,1H3",-5.209278425155992,PhysProp
ClCI,InChI=1S/CH2ClI/c2-1-3/h1H2,-1.9733514979265736,PhysProp
CC(C)N(N=O)C(C)C,"InChI=1S/C6H14N2O/c1-5(2)8(7-9)6(3)4/h5-6H,1-4H3",-4.760953465538498,PhysProp
Cc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H6N2O5/c1-4-2-5(8(11)12)7(10)6(3-4)9(13)14/h2-3,10H,1H3",-7.716430190428309,PhysProp
CCCN(CCC)N=O,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",-4.9829793751512055,PhysProp
CCCO[N+]([O-])=O,"InChI=1S/C3H7NO3/c1-2-3-7-4(5)6/h2-3H2,1H3",-1.7502274713006913,PhysProp
ClCCCCCCl,InChI=1S/C5H10Cl2/c6-4-2-1-3-5-7/h1-5H2,-2.2367972216896916,PhysProp
OC(=O)C(Br)Br,"InChI=1S/C2H2Br2O2/c3-1(4)2(5)6/h1H,(H,5,6)",-9.186145534599618,PhysProp
CCOC(C)(C)C,"InChI=1S/C6H14O/c1-5-7-6(2,3)4/h5H2,1-4H3",-1.5989582179308273,PhysProp
Cc1ccc(c(O)c1)[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-2-3-6(8(10)11)7(9)4-5/h2-4,9H,1H3",-4.470174340541755,PhysProp
CC(C)(C)OC=O,"InChI=1S/C5H10O2/c1-5(2,3)7-4-6/h4H,1-3H3",-2.1111734656884487,PhysProp
FCC(F)(F)F,"InChI=1S/C2H2F4/c3-1-2(4,5)6/h1H2",0.4228573315320906,PhysProp
Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C7H3Cl5/c1-2-3(8)5(10)7(12)6(11)4(2)9/h1H3,-2.046271572480216,PhysProp
CN(Cc1ccccc1)N=O,"InChI=1S/C8H10N2O/c1-10(9-11)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3",-4.508357691038247,PhysProp
CCC(C)(C)OC,"InChI=1S/C6H14O/c1-5-6(2,3)7-4/h5H2,1-4H3",-1.7273815213743096,PhysProp
CCCCCO[N+]([O-])=O,"InChI=1S/C5H11NO3/c1-2-3-4-5-9-6(7)8/h2-5H2,1H3",-1.591786777533017,PhysProp
CCC(COP(=O)(Oc1ccccc1)Oc1ccccc1)CCCC,"InChI=1S/C20H27O4P/c1-3-5-12-18(4-2)17-22-25(21,23-19-13-8-6-9-14-19)24-20-15-10-7-11-16-20/h6-11,13-16,18H,3-5,12,17H2,1-2H3",-3.616303271861322,PhysProp
COc1cc(c(O)cc1)[N+]([O-])=O,"InChI=1S/C7H7NO4/c1-12-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3",-5.605035904277041,PhysProp
CC(C)O[N+]([O-])=O,"InChI=1S/C3H7NO3/c1-3(2)7-4(5)6/h3H,1-2H3",-1.6098810498128164,PhysProp
OC1CCCCCCCCCCC1,"InChI=1S/C12H24O/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h12-13H,1-11H2",-5.340492818863045,PhysProp
Cc1c(Cl)c(Cl)ccc1Cl,"InChI=1S/C7H5Cl3/c1-4-5(8)2-3-6(9)7(4)10/h2-3H,1H3",-1.651750621510556,PhysProp
CC(=O)OO[N+]([O-])=O,InChI=1S/C2H3NO5/c1-2(4)7-8-3(5)6/h1H3,-2.6490128258250865,PhysProp
CCCCCC=CC=O,"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h6-8H,2-5H2,1H3",-3.436893601665221,PhysProp
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C2(Cl)C2(Cl)C(Cl)(C3(Cl)C12Cl)C4(Cl)Cl,"InChI=1S/C10Cl12/c11-1-2(12)7(17)4(14)3(13,5(1,15)9(7,19)20)6(1,16)10(21,22)8(2,4)18",-2.0155789221089577,PhysProp
Cc1cc(O)ccc1[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-4-6(9)2-3-7(5)8(10)11/h2-4,9H,1H3",-8.421348999812816,PhysProp
Clc1ccc(cc1Cl)-c1ccccc1,InChI=1S/C12H8Cl2/c13-11-7-6-10(8-12(11)14)9-4-2-1-3-5-9/h1-8H,-3.054862918653385,PhysProp
CCC(C)c1cc(c(O)cc1)[N+]([O-])=O,"InChI=1S/C10H13NO3/c1-3-7(2)8-4-5-10(12)9(6-8)11(13)14/h4-7,12H,3H2,1-2H3",-3.279935749789267,PhysProp
Cc1cc(Cl)c(Cl)cc1Cl,"InChI=1S/C7H5Cl3/c1-4-2-6(9)7(10)3-5(4)8/h2-3H,1H3",-1.651750621510556,PhysProp
Cc1cccc(c1O)[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-3-2-4-6(7(5)9)8(10)11/h2-4,9H,1H3",-3.8991971712237237,PhysProp
CC(O)CO[N+]([O-])=O,"InChI=1S/C3H7NO4/c1-3(5)2-8-4(6)7/h3,5H,2H2,1H3",-7.392076987781311,PhysProp
CC(CO)O[N+]([O-])=O,"InChI=1S/C3H7NO4/c1-3(2-5)8-4(6)7/h3,5H,2H2,1H3",-6.8689785380056,PhysProp
CCCOC(=O)NCCCN(C)C,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",-9.833453711472185,PhysProp
COc1[n]cc[n]c1CC(C)C,"InChI=1S/C9H14N2O/c1-7(2)6-8-9(12-3)11-5-4-10-8/h4-5,7H,6H2,1-3H3",-3.677184754662819,PhysProp
Clc1cc(ccc1)-c1ccccc1Cl,InChI=1S/C12H8Cl2/c13-10-5-3-4-9(8-10)11-6-1-2-7-12(11)14/h1-8H,-2.7118210819586785,PhysProp
CCc1[n]cc[n]c1OC,"InChI=1S/C7H10N2O/c1-3-6-7(10-2)9-5-4-8-6/h4-5H,3H2,1-2H3",-4.388290462353816,PhysProp
FC(F)OC(Cl)C(F)(F)F,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H",0.09442454792061951,PhysProp
Clc1ccc(cc1)-c1cc(Cl)c(Cl)cc1Cl,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,-3.2539322049771404,PhysProp
CN(/C=N/c1ccc(C)cc1C)/C=N/c1ccc(C)cc1C,"InChI=1S/C19H23N3/c1-14-6-8-18(16(3)10-14)20-12-22(5)13-21-19-9-7-15(2)11-17(19)4/h6-13H,1-5H3/b20-12+,21-13+",-4.623967501468242,PhysProp
Clc1cccc(Cl)c1-c1ccccc1,InChI=1S/C12H8Cl2/c13-10-7-4-8-11(14)12(10)9-5-2-1-3-6-9/h1-8H,-2.761152692645802,PhysProp
Clc1cc(Cl)c(Cl)c(-c2ccccc2)c1Cl,InChI=1S/C12H6Cl4/c13-8-6-9(14)12(16)10(11(8)15)7-4-2-1-3-5-7/h1-6H,-2.774156218043972,PhysProp
Clc1cc(cc(Cl)c1)-c1ccccc1,InChI=1S/C12H8Cl2/c13-11-6-10(7-12(14)8-11)9-4-2-1-3-5-9/h1-8H,-2.787451981822432,PhysProp
Clc1cc(Cl)c(Cl)cc1-c1cc(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,-4.61622579497714,PhysProp
Clc1cc(-c2cc(Cl)ccc2Cl)c(Cl)cc1,InChI=1S/C12H6Cl4/c13-7-1-3-11(15)9(5-7)10-6-8(14)2-4-12(10)16/h1-6H,-2.8438409714863706,PhysProp
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,-4.61622579497714,PhysProp
Clc1cc(Cl)c(cc1)-c1cccc(Cl)c1Cl,InChI=1S/C12H6Cl4/c13-7-4-5-8(11(15)6-7)9-2-1-3-10(14)12(9)16/h1-6H,-3.054862918653385,PhysProp
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,"InChI=1S/C13H13Cl2N3O3/c1-7(2)16-12(20)17-6-11(19)18(13(17)21)10-4-8(14)3-9(15)5-10/h3-5,7H,6H2,1-2H3,(H,16,20)",-9.392216519076761,PhysProp
Clc1ccccc1-c1cc(Cl)cc(Cl)c1,InChI=1S/C12H7Cl3/c13-9-5-8(6-10(14)7-9)11-3-1-2-4-12(11)15/h1-7H,-2.8438409714863706,PhysProp
Clc1cc(-c2c(Cl)c(Cl)ccc2Cl)c(Cl)cc1,InChI=1S/C12H5Cl5/c13-6-1-2-8(14)7(5-6)11-9(15)3-4-10(16)12(11)17/h1-5H,-3.1460641010382475,PhysProp
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-3-4-7(14)11(17)9(6)5-1-2-8(15)12(18)10(5)16/h1-4H,-3.7396543383316634,PhysProp
Clc1ccc(Cl)c(Cl)c1-c1c(Cl)c(Cl)ccc1Cl,InChI=1S/C12H4Cl6/c13-5-1-3-7(15)11(17)9(5)10-6(14)2-4-8(16)12(10)18/h1-4H,-3.3295631048408936,PhysProp
Clc1c(cc(Cl)c(Cl)c1Cl)-c1c(Cl)c(Cl)ccc1Cl,InChI=1S/C12H3Cl7/c13-5-1-2-6(14)10(17)8(5)4-3-7(15)11(18)12(19)9(4)16/h1-3H,-4.417156508653385,PhysProp
Clc1ccccc1-c1c(Cl)cccc1Cl,InChI=1S/C12H7Cl3/c13-9-5-2-1-4-8(9)12-10(14)6-3-7-11(12)15/h1-7H,-2.761152692645802,PhysProp
Clc1ccc(cc1)-c1c(Cl)cccc1Cl,InChI=1S/C12H7Cl3/c13-9-6-4-8(5-7-9)12-10(14)2-1-3-11(12)15/h1-7H,-2.8438409714863706,PhysProp
Clc1cc(-c2cc(Cl)ccc2)c(Cl)cc1,InChI=1S/C12H7Cl3/c13-9-3-1-2-8(6-9)11-7-10(14)4-5-12(11)15/h1-7H,-2.8438409714863706,PhysProp
Clc1cc(ccc1)-c1cccc(Cl)c1Cl,InChI=1S/C12H7Cl3/c13-9-4-1-3-8(7-9)10-5-2-6-11(14)12(10)15/h1-7H,-2.975860861014062,PhysProp
Clc1ccc(cc1)-c1cccc(Cl)c1Cl,InChI=1S/C12H7Cl3/c13-9-6-4-8(5-7-9)10-2-1-3-11(14)12(10)15/h1-7H,-3.054862918653385,PhysProp
Clc1cc(ccc1)-c1cc(Cl)cc(Cl)c1,InChI=1S/C12H7Cl3/c13-10-3-1-2-8(4-10)9-5-11(14)7-12(15)6-9/h1-7H,-2.9399931165611033,PhysProp
Clc1ccc(cc1)-c1cc(Cl)c(Cl)cc1,InChI=1S/C12H7Cl3/c13-10-4-1-8(2-5-10)9-3-6-11(14)12(15)7-9/h1-7H,-3.2539322049771404,PhysProp
Clc1cc(-c2cc(Cl)cc(Cl)c2)c(Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)8-4-9(15)11(17)12(18)10(8)16/h1-4H,-4.206134561486371,PhysProp
Clc1cc(Cl)c(Cl)c(Cl)c1-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-3-1-6(16)11(19)12(20)7(3)8-9(17)4(14)2-5(15)10(8)18/h1-2H,-4.3022867065611035,PhysProp
Clc1cc(ccc1)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-3-1-2-5(4-6)7-8(14)10(16)12(18)11(17)9(7)15/h1-4H,-4.206134561486371,PhysProp
Clc1ccc(cc1)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-3-1-5(2-4-6)7-8(14)10(16)12(18)11(17)9(7)15/h1-4H,-3.1560078071876725,PhysProp
Clc1cc(-c2cccc(Cl)c2Cl)c(Cl)cc1,InChI=1S/C12H6Cl4/c13-7-4-5-10(14)9(6-7)8-2-1-3-11(15)12(8)16/h1-6H,-3.054862918653385,PhysProp
Clc1ccc(cc1Cl)-c1cc(Cl)cc(Cl)c1,InChI=1S/C12H6Cl4/c13-9-3-8(4-10(14)6-9)7-1-2-11(15)12(16)5-7/h1-6H,-3.3162673410624333,PhysProp
Clc1cc(Cl)c(Cl)cc1-c1cccc(Cl)c1Cl,InChI=1S/C12H5Cl5/c13-8-3-1-2-6(12(8)17)7-4-10(15)11(16)5-9(7)14/h1-5H,-3.432076994962955,PhysProp
COc1c(Cl)c(Cl)ccc1Cl,"InChI=1S/C7H5Cl3O/c1-11-7-5(9)3-2-4(8)6(7)10/h2-3H,1H3",-2.628104763608586,PhysProp
Clc1cc2c(cc1Cl)oc1cc(Cl)c(Cl)cc21,InChI=1S/C12H4Cl4O/c13-7-1-5-6-2-8(14)10(16)4-12(6)17-11(5)3-9(7)15/h1-4H,-4.312820573945367,PhysProp
Clc1cc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c(Cl)c1,InChI=1S/C12H4Cl6/c13-5-1-7(12(18)11(17)2-5)6-3-9(15)10(16)4-8(6)14/h1-4H,-4.074114671958679,PhysProp
Clc1ccc(cc1)-c1c(Cl)c(Cl)ccc1Cl,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)11-9(14)5-6-10(15)12(11)16/h1-6H,-3.054862918653385,PhysProp
Clc1ccccc1-c1ccc(Cl)c(Cl)c1Cl,InChI=1S/C12H6Cl4/c13-9-4-2-1-3-7(9)8-5-6-10(14)12(16)11(8)15/h1-6H,-3.054862918653385,PhysProp
Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)cc1,InChI=1S/C12H4Cl6/c13-5-1-2-7(14)6(3-5)10-11(17)8(15)4-9(16)12(10)18/h1-4H,-3.5660990406784414,PhysProp
Clc1ccc(Cl)c(Cl)c1-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H3Cl7/c13-4-1-2-5(14)10(17)8(4)9-11(18)6(15)3-7(16)12(9)19/h1-3H,-4.098266457547478,PhysProp
Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1,InChI=1S/C12H4Cl6/c13-5-3-7(10(16)9(15)4-5)6-1-2-8(14)12(18)11(6)17/h1-4H,-3.842168228453724,PhysProp
Clc1cc(Cl)c(Cl)c(c1)-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H3Cl7/c13-4-1-5(10(17)6(14)2-4)9-11(18)7(15)3-8(16)12(9)19/h1-3H,-4.123446282645801,PhysProp
Clc1cc(Cl)c(Cl)c(c1)-c1cc(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H3Cl7/c13-4-1-5(9(16)7(14)2-4)6-3-8(15)11(18)12(19)10(6)17/h1-3H,-5.823295086506424,PhysProp
Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-4-1-3(8(16)12(20)11(4)19)7-9(17)5(14)2-6(15)10(7)18/h1-2H,-4.61622579497714,PhysProp
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-4-2-1-3(6(14)7(4)15)5-8(16)10(18)12(20)11(19)9(5)17/h1-2H,-4.559836805313202,PhysProp
Clc1c(cccc1Cl)-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-3-1-2-5(10(6)16)9-11(17)7(14)4-8(15)12(9)18/h1-4H,-3.6759760993111685,PhysProp
